1144	1157	1260	0.347133212332369
1098	1144	1157	0.3569573027568311
1144	1148	1157	0.36259758759918176
1157	1159	1260	0.36332849473205614
1144	1159	1260	0.37860343451859363
1144	1157	1159	0.3871525717436366
1098	1115	1295	0.3906318137843586
1144	1157	1221	0.3908746230550577
1098	1157	1159	0.4051573365763988
1130	1144	1159	0.4052978636957936
1115	1181	1295	0.4063405873847475
1157	1221	1260	0.40795549762370403
1144	1159	1221	0.41500693587395815
1098	1115	1210	0.4154683921998852
1144	1148	1159	0.4181472577736822
1181	1205	1352	0.4244625044268504
